task_id,source,result,n_smells,smells,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,n_output_tokens
mbpp_308,mbpp,fail,1,inefficient_loop,7.000,2.000,100.000,4.755,0.500,2.377,1.000,57.143,3.000,2.249,8.719,35.051,23.810,,22.713,37.113,73.986,87.761,107
mbpp_309,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.073,38.177,49.039,70.000,,20.136,70.968,85.622,90.630,18
mbpp_310,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.507,19.740,38.532,38.462,,7.913,47.368,84.736,92.242,16
mbpp_311,mbpp,fail,0,,3.000,1.000,100.000,20.680,2.500,51.699,0.000,66.667,0.000,6.010,15.031,32.765,38.710,,6.655,36.957,78.461,89.732,48
mbpp_312,mbpp,fail,0,,3.000,1.000,78.127,41.513,1.500,62.270,0.000,0.000,0.000,4.555,32.472,53.613,43.750,,22.401,65.574,87.829,92.584,33
mbpp_313,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,5.749,32.579,56.294,69.231,,36.044,66.667,86.064,92.004,25
mbpp_314,mbpp,fail,0,,7.000,2.000,100.000,4.755,0.500,2.377,1.000,57.143,2.000,2.862,23.315,35.984,34.532,,16.138,42.581,73.631,84.319,140
mbpp_315,mbpp,fail,0,,7.000,5.000,67.723,76.000,3.600,273.600,5.000,0.000,2.000,2.662,10.122,21.670,25.243,,13.505,46.445,73.488,89.176,73
mbpp_316,mbpp,pass,0,,13.000,4.000,76.535,118.536,6.650,788.267,5.000,7.692,1.000,1.899,57.554,72.081,72.340,,69.170,88.235,89.212,95.005,115
mbpp_317,mbpp,fail,0,,13.000,4.000,62.253,69.760,4.667,325.549,8.000,0.000,3.000,1.950,9.373,29.017,17.722,,20.388,38.217,72.036,89.692,97
mbpp_318,mbpp,fail,0,,3.000,1.000,100.000,13.932,0.500,6.966,0.000,66.667,1.000,3.694,9.098,24.813,16.129,,5.218,22.222,72.213,87.124,57
mbpp_319,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.996,66.178,82.996,100.000,,71.213,100.000,96.428,97.278,30
mbpp_320,mbpp,fail,0,,2.000,1.000,78.268,140.182,3.929,550.713,0.000,0.000,0.000,3.168,24.576,18.898,37.209,,6.880,44.444,77.643,86.162,51
mbpp_321,mbpp,fail,0,,7.000,3.000,97.837,62.270,2.250,140.107,3.000,57.143,4.000,2.741,11.124,31.274,27.451,,19.179,55.172,73.393,83.285,123
mbpp_322,mbpp,pass,0,,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,2.000,2.780,46.628,55.955,63.636,,34.449,90.411,91.022,95.820,35
mbpp_323,mbpp,fail,0,,12.000,4.000,89.984,146.946,3.333,489.819,5.000,58.333,2.000,2.850,9.880,20.236,19.512,,14.074,38.567,70.866,79.184,295
mbpp_324,mbpp,fail,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,3.887,14.631,30.750,34.043,,6.493,34.146,79.429,87.945,37
mbpp_325,mbpp,pass,1,magic_number,9.000,4.000,93.638,108.000,4.091,441.818,4.000,55.556,3.000,2.699,20.810,39.424,32.787,,20.957,60.571,75.704,89.895,152
mbpp_326,mbpp,fail,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.655,6.991,31.469,20.000,,13.060,33.766,72.940,87.779,31
mbpp_327,mbpp,pass,0,,2.000,3.000,81.889,39.000,1.500,58.500,1.000,0.000,0.000,3.280,16.912,37.788,28.571,,36.037,89.655,84.156,91.069,31
mbpp_328,mbpp,fail,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,3.615,23.562,39.394,41.667,,28.428,86.275,85.225,92.105,24
mbpp_329,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,4.099,17.038,39.046,52.941,,13.273,59.574,85.058,90.877,25
mbpp_330,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.973,63.797,82.176,100.000,,71.213,100.000,96.504,97.440,31
mbpp_331,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,8.052,12.547,37.686,41.176,,4.823,32.258,76.266,88.637,20
mbpp_332,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.196,8.862,27.844,25.641,,8.655,50.704,72.085,85.865,25
mbpp_333,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.804,39.189,51.613,53.846,,32.781,82.927,87.245,93.168,22
mbpp_334,mbpp,pass,0,,2.000,3.000,79.748,78.869,2.500,197.173,1.000,0.000,0.000,3.187,43.358,45.694,73.171,,43.664,82.927,90.456,92.618,40
mbpp_335,mbpp,fail,0,,2.000,1.000,80.444,68.532,2.400,164.478,0.000,0.000,0.000,7.643,47.024,55.367,73.333,,24.175,83.077,91.305,93.103,33
mbpp_336,mbpp,pass,1,magic_number,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,10.304,36.544,54.742,38.095,,32.476,75.000,87.250,91.852,20
mbpp_337,mbpp,fail,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,3.831,70.110,88.208,83.333,,79.867,100.000,91.063,96.096,50
mbpp_338,mbpp,pass,0,,8.000,4.000,67.876,49.829,2.143,106.776,6.000,0.000,2.000,3.063,34.388,44.828,69.048,,28.599,68.750,86.836,92.671,73
mbpp_339,mbpp,fail,0,,6.000,4.000,69.632,68.532,2.400,164.478,4.000,0.000,2.000,1.872,10.216,38.252,23.256,,31.237,41.667,78.564,90.845,68
mbpp_340,mbpp,pass,0,,3.000,3.000,100.000,4.755,0.500,2.377,0.000,66.667,2.000,3.374,29.224,50.664,37.288,,24.294,78.689,83.998,88.636,64
mbpp_341,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.540,64.499,78.466,80.000,,23.395,77.419,94.202,95.992,17
mbpp_342,mbpp,fail,0,,4.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,2.000,3.030,1.276,15.030,10.843,,4.424,25.589,62.676,84.915,75
mbpp_343,mbpp,pass,0,,2.000,5.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.956,24.689,41.897,35.294,,11.706,51.111,79.115,86.173,37
mbpp_344,mbpp,fail,0,,6.000,3.000,99.581,53.774,2.500,134.436,3.000,50.000,1.000,2.890,9.361,31.102,21.875,,25.982,51.429,72.095,86.608,90
mbpp_345,mbpp,pass,0,,2.000,2.000,83.344,25.266,1.200,30.319,0.000,0.000,2.000,3.402,28.765,53.194,45.714,,16.138,56.410,88.085,92.584,35
mbpp_346,mbpp,fail,0,,5.000,2.000,72.598,49.829,3.333,166.096,2.000,0.000,0.000,3.294,19.700,33.873,60.465,,20.777,53.488,85.335,86.218,42
mbpp_347,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.936,3.165,30.966,25.806,,8.473,36.364,75.982,89.141,19
mbpp_348,mbpp,fail,0,,5.000,2.000,100.000,53.774,2.500,134.436,1.000,60.000,1.000,4.222,13.600,25.809,25.263,,9.472,49.275,74.361,83.594,87
mbpp_349,mbpp,pass,1,magic_number,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,1.000,3.872,2.619,23.286,35.897,,10.499,43.077,75.005,87.344,31
mbpp_350,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,10.989,1.474,20.984,25.532,,4.905,19.608,70.579,87.995,16
mbpp_351,mbpp,pass,0,,8.000,4.000,67.963,48.432,2.571,124.540,4.000,0.000,1.000,2.193,36.549,51.585,71.264,,25.840,72.316,85.233,92.430,69
mbpp_352,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,4.075,3.896,28.619,27.027,,14.142,48.571,74.279,88.529,20
mbpp_353,mbpp,fail,0,,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,3.831,12.524,42.280,28.571,,31.874,54.545,80.216,89.356,34
mbpp_354,mbpp,fail,0,,2.000,1.000,83.109,28.529,1.500,42.794,0.000,0.000,0.000,9.863,62.042,60.101,75.000,,53.681,84.444,94.171,94.933,27
mbpp_355,mbpp,fail,0,,3.000,1.000,81.121,15.510,1.000,15.510,0.000,0.000,1.000,7.688,2.495,14.273,16.000,,3.462,31.373,71.654,85.444,24
mbpp_356,mbpp,pass,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,3.991,27.209,53.433,40.000,,26.950,80.000,86.266,90.546,28
mbpp_357,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.520,13.149,30.107,37.500,,11.317,66.667,83.383,90.523,22
mbpp_358,mbpp,pass,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,3.643,50.313,53.011,56.250,,41.733,80.702,90.057,94.147,34
mbpp_359,mbpp,pass,0,,10.000,4.000,88.634,292.575,6.080,1778.855,4.000,40.000,0.000,2.282,16.327,38.714,34.483,,35.378,44.275,76.526,88.804,151
mbpp_360,mbpp,fail,0,,2.000,1.000,81.968,41.513,2.286,94.887,0.000,0.000,0.000,13.380,36.717,43.406,54.545,,11.429,50.000,85.467,91.239,27
mbpp_361,mbpp,pass,0,,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,3.301,18.297,37.831,42.857,,29.130,80.000,86.697,91.520,22
mbpp_362,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.922,6.784,25.446,25.000,,7.362,37.681,73.403,87.828,22
mbpp_363,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,7.516,27.905,42.252,55.000,,23.811,84.746,88.826,91.594,31
mbpp_364,mbpp,fail,0,,4.000,5.000,100.000,51.891,1.875,97.297,0.000,75.000,4.000,3.023,21.063,36.777,24.837,,19.687,63.694,77.267,85.049,134
mbpp_365,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.941,22.119,38.466,43.478,,8.338,40.000,80.739,88.573,17
mbpp_366,mbpp,pass,0,,2.000,2.000,83.142,27.000,1.800,48.600,0.000,0.000,3.000,3.008,32.481,52.434,56.410,,19.836,65.753,85.911,92.686,35
mbpp_367,mbpp,fail,0,,10.000,1.000,65.751,57.110,2.778,158.640,6.000,0.000,4.000,1.657,15.772,37.098,31.250,,22.634,56.158,80.735,83.730,86
mbpp_368,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.798,19.064,43.740,56.000,,24.408,52.381,85.150,90.262,26
mbpp_369,mbpp,pass,0,,2.000,1.000,83.276,27.000,1.000,27.000,0.000,0.000,0.000,13.446,21.703,55.547,33.333,,25.205,80.000,87.364,92.830,31
mbpp_370,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.113,43.928,48.173,62.500,,20.441,82.353,89.156,93.411,26
mbpp_371,mbpp,fail,0,,8.000,3.000,65.890,100.078,3.077,307.933,4.000,0.000,2.000,2.108,31.827,40.527,47.059,,35.787,62.821,83.857,93.160,85
mbpp_372,mbpp,pass,0,,4.000,2.000,100.000,0.000,0.000,0.000,0.000,50.000,4.000,3.182,21.763,48.387,35.484,,33.151,90.411,82.006,90.661,64
mbpp_373,mbpp,pass,0,,2.000,1.000,85.289,13.932,0.500,6.966,0.000,0.000,0.000,7.828,22.398,44.891,36.364,,29.592,82.051,88.887,93.062,24
mbpp_374,mbpp,fail,1,inefficient_loop,10.000,4.000,65.680,38.039,1.143,43.473,5.000,0.000,4.000,1.751,16.638,32.305,32.381,,26.978,66.981,79.002,92.260,81
mbpp_375,mbpp,fail,0,,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,0.000,5.082,11.933,35.517,25.000,,11.919,42.857,80.808,88.973,27
mbpp_376,mbpp,fail,0,,14.000,5.000,84.933,27.000,1.800,48.600,8.000,14.286,2.000,2.500,7.112,34.420,27.586,,20.093,43.548,74.092,84.291,115
mbpp_377,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.246,11.943,28.894,42.424,,8.851,40.000,77.468,90.265,19
mbpp_378,mbpp,fail,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.895,11.127,26.693,30.769,,19.484,56.522,80.479,88.972,20
mbpp_379,mbpp,pass,0,,2.000,1.000,80.735,62.270,1.333,83.026,0.000,0.000,0.000,4.812,19.380,49.637,26.667,,34.095,89.855,89.644,92.501,34
mbpp_380,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.362,8.869,27.986,32.727,,20.420,49.462,84.146,90.535,30
mbpp_381,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.417,24.610,32.129,36.842,,17.674,71.111,81.096,90.355,26
mbpp_382,mbpp,fail,0,,14.000,6.000,79.293,165.059,6.000,990.352,9.000,14.286,1.000,2.198,19.651,33.393,38.760,,36.910,63.514,83.913,92.280,134
mbpp_383,mbpp,fail,0,,7.000,3.000,99.029,36.000,4.000,144.000,3.000,71.429,0.000,3.962,22.725,34.017,35.294,,16.915,63.918,76.891,90.017,98
mbpp_384,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.884,11.900,34.967,32.653,,4.096,40.000,74.314,89.113,29
mbpp_385,mbpp,fail,1,magic_number,7.000,4.000,67.703,79.954,3.889,310.934,5.000,0.000,1.000,2.284,40.776,66.382,72.727,,44.251,92.473,90.767,93.664,63
mbpp_386,mbpp,fail,1,magic_number,12.000,4.000,63.912,51.891,2.857,148.261,7.000,0.000,1.000,2.438,14.562,35.487,33.766,,16.212,64.000,79.995,80.168,72
mbpp_387,mbpp,pass,0,,6.000,2.000,100.000,15.510,1.000,15.510,2.000,33.333,1.000,2.132,10.676,22.915,27.273,,12.919,34.043,71.355,86.626,68
mbpp_388,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,6.528,18.762,37.510,37.838,,5.563,40.000,76.584,88.903,25
mbpp_389,mbpp,fail,0,,5.000,2.000,73.586,36.000,2.400,86.400,3.000,0.000,1.000,1.935,36.301,70.938,80.952,,40.115,87.324,91.750,89.240,42
mbpp_390,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.427,37.609,46.608,53.333,,30.721,83.721,90.694,91.509,24
mbpp_391,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.178,20.922,41.083,28.571,,14.027,53.846,80.954,89.384,36
mbpp_392,mbpp,pass,0,,5.000,2.000,70.675,93.765,2.000,187.531,3.000,0.000,2.000,1.994,15.787,22.106,32.911,,11.085,54.857,78.529,82.937,61
mbpp_393,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.118,15.158,28.880,44.444,,14.008,52.941,85.743,91.788,25
mbpp_394,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,3.511,10.264,29.994,33.333,,7.446,45.161,77.447,87.994,24
mbpp_395,mbpp,pass,0,,11.000,5.000,66.588,27.000,1.800,48.600,7.000,0.000,0.000,1.556,35.572,51.411,50.000,,26.615,89.764,86.558,94.229,76
mbpp_396,mbpp,fail,0,,3.000,3.000,79.524,24.000,1.500,36.000,2.000,0.000,2.000,3.357,15.821,38.233,38.298,,20.928,55.738,83.732,88.979,46
mbpp_397,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,66.667,1.000,2.824,6.714,23.240,15.625,,6.708,42.000,70.699,83.059,55
mbpp_398,mbpp,fail,0,,2.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,3.094,50.143,63.700,65.116,,27.961,81.818,91.228,94.806,34
mbpp_399,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,2.481,14.625,39.627,36.842,,24.765,89.231,89.885,92.421,32
mbpp_400,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,5.555,29.756,50.580,54.545,,19.174,82.759,89.555,93.976,23
mbpp_401,mbpp,fail,1,inefficient_loop,8.000,3.000,75.155,4.755,0.500,2.377,3.000,0.000,4.000,1.780,11.290,37.052,26.087,,17.246,36.765,82.521,88.499,71
mbpp_402,mbpp,fail,0,,11.000,4.000,88.413,197.654,3.529,697.603,3.000,36.364,2.000,2.503,17.691,37.643,34.395,,24.418,49.778,76.091,89.364,219
mbpp_403,mbpp,pass,0,,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.125,5.871,25.076,46.377,,13.888,51.948,79.906,84.515,49
mbpp_404,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.420,38.177,49.460,70.000,,20.136,70.968,86.276,90.535,18
mbpp_405,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.489,21.221,39.011,34.783,,30.835,78.571,84.634,89.897,21
mbpp_406,mbpp,pass,0,,2.000,2.000,84.828,15.510,1.000,15.510,1.000,0.000,0.000,5.467,3.476,34.546,25.532,,8.265,24.444,78.879,87.046,32
mbpp_407,mbpp,pass,0,,13.000,6.000,87.832,166.908,6.250,1043.175,4.000,53.846,6.000,2.168,11.020,28.928,23.037,,12.841,56.856,72.871,88.665,243
mbpp_408,mbpp,fail,0,,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.092,2.899,19.247,23.529,,6.047,24.339,75.247,86.907,39
mbpp_409,mbpp,pass,0,,3.000,2.000,100.000,4.755,0.500,2.377,0.000,66.667,1.000,4.054,13.636,34.937,26.230,,14.944,85.246,80.168,90.725,63
mbpp_410,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.899,10.144,27.765,38.462,,7.628,47.368,83.123,91.423,15
mbpp_411,mbpp,pass,1,dead_code,3.000,3.000,84.447,4.755,0.500,2.377,1.000,0.000,3.000,2.348,68.339,79.807,72.222,,57.901,100.000,93.167,95.738,34
mbpp_412,mbpp,pass,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,0.000,4.182,17.976,37.134,51.613,,22.670,60.000,82.635,90.288,27
mbpp_413,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,4.431,41.349,55.672,53.333,,30.130,82.927,90.231,94.139,27
mbpp_414,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,4.143,1.029,20.441,18.519,,5.098,24.176,73.603,86.822,26
mbpp_415,mbpp,fail,1,magic_number,13.000,6.000,90.014,70.324,1.500,105.486,7.000,38.462,2.000,1.783,16.486,31.253,28.889,,22.718,64.378,76.290,89.426,203
mbpp_416,mbpp,fail,0,,7.000,3.000,67.353,93.765,4.000,375.061,4.000,0.000,2.000,2.450,11.099,20.968,37.681,,8.471,48.193,78.999,84.332,71
mbpp_417,mbpp,fail,1,inefficient_loop,7.000,4.000,100.000,4.755,0.500,2.377,3.000,71.429,3.000,2.076,5.395,24.973,16.364,,12.701,38.983,69.041,81.403,125
mbpp_418,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.319,36.699,46.656,54.545,,11.582,64.706,86.810,92.748,18
mbpp_419,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,3.000,5.266,18.343,31.254,33.333,,12.258,62.295,79.249,89.275,26
mbpp_420,mbpp,pass,0,,2.000,2.000,82.974,28.529,1.500,42.794,0.000,0.000,2.000,4.728,30.097,49.160,61.538,,14.586,52.632,86.720,91.287,34
mbpp_421,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.773,5.201,29.697,41.176,,4.611,41.667,81.738,90.122,21
mbpp_422,mbpp,pass,0,,2.000,2.000,83.142,27.000,1.800,48.600,0.000,0.000,2.000,5.811,50.260,61.362,71.429,,16.670,53.333,86.782,92.680,34
mbpp_423,mbpp,fail,0,,13.000,8.000,83.466,353.042,8.333,2942.018,12.000,30.769,2.000,1.761,15.568,29.790,23.938,,20.215,52.865,76.067,89.878,277
mbpp_424,mbpp,pass,0,,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,0.000,7.439,11.854,34.668,41.379,,9.531,57.143,85.338,91.038,23
mbpp_425,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.290,21.001,41.326,42.857,,9.384,52.459,79.212,89.459,28
mbpp_426,mbpp,pass,0,,2.000,1.000,81.121,15.510,1.000,15.510,0.000,0.000,2.000,3.271,53.903,69.435,66.667,,25.457,86.792,92.966,93.722,28
mbpp_427,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,1.000,3.744,52.557,63.047,62.295,,39.870,100.000,88.870,93.764,67
mbpp_428,mbpp,pass,0,,13.000,5.000,60.404,122.624,7.000,858.367,7.000,0.000,2.000,1.450,35.939,39.707,55.769,,38.415,80.176,85.542,94.558,100
mbpp_429,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,3.206,18.571,42.799,57.895,,24.765,89.231,91.117,93.531,34
mbpp_430,mbpp,fail,0,,2.000,1.000,80.468,68.000,2.500,170.000,0.000,0.000,0.000,7.863,38.470,47.419,62.069,,23.015,57.143,89.489,93.104,36
mbpp_431,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,4.402,27.559,50.295,44.444,,13.188,37.037,81.749,89.132,27
mbpp_432,mbpp,pass,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,5.270,20.713,35.209,34.783,,23.223,70.270,81.893,89.857,28
mbpp_433,mbpp,pass,0,,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,1.000,3.756,54.136,77.811,88.235,,49.582,73.913,93.451,95.222,53
mbpp_434,mbpp,pass,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.251,72.268,87.894,90.909,,62.729,100.000,92.261,95.862,45
mbpp_435,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,8.021,70.635,84.499,100.000,,34.523,100.000,96.142,97.400,19
mbpp_436,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,5.592,40.627,59.114,69.231,,37.885,72.222,86.062,92.222,25
mbpp_437,mbpp,fail,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,2.000,4.239,16.458,28.179,40.000,,10.379,43.038,77.143,87.983,31
mbpp_438,mbpp,fail,0,,7.000,5.000,69.562,41.513,1.500,62.270,7.000,0.000,5.000,1.748,34.945,51.415,52.427,,34.943,84.422,83.713,92.900,98
mbpp_439,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.785,48.161,66.755,66.667,,22.471,83.721,88.418,94.446,22
mbpp_440,mbpp,fail,0,,6.000,2.000,100.000,0.000,0.000,0.000,0.000,33.333,4.000,3.216,26.715,48.646,33.333,,27.893,73.563,82.778,89.962,89
mbpp_441,mbpp,pass,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,8.720,22.914,42.770,40.000,,13.405,56.250,85.799,90.080,24
mbpp_442,mbpp,fail,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,2.000,4.762,9.808,30.281,31.111,,9.249,59.459,77.377,87.628,29
mbpp_443,mbpp,fail,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,4.739,17.669,38.707,40.000,,9.685,52.830,79.665,88.599,24
mbpp_444,mbpp,fail,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.960,9.724,33.230,39.024,,8.987,48.718,81.976,89.911,27
mbpp_445,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,3.425,22.380,47.720,47.826,,33.992,69.880,89.856,92.724,33
mbpp_446,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.424,14.983,33.234,48.649,,11.128,37.736,82.820,88.798,26
mbpp_447,mbpp,pass,0,,1.000,1.000,88.423,4.755,0.500,2.377,0.000,0.000,0.000,6.100,10.175,29.849,38.462,,13.606,63.636,82.387,86.945,20
mbpp_448,mbpp,fail,1,magic_number,11.000,3.000,64.870,51.891,1.111,57.657,4.000,0.000,1.000,2.441,13.996,23.058,31.818,,27.788,56.818,76.341,80.119,104
mbpp_449,mbpp,pass,1,long_parameter_list,8.000,4.000,86.731,395.918,3.984,1577.488,3.000,25.000,0.000,1.573,20.737,45.427,36.893,,31.108,47.778,81.102,89.613,176
mbpp_450,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.911,23.411,45.552,43.750,,32.011,86.275,90.110,94.724,27
mbpp_451,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.680,68.284,74.893,83.333,,48.917,100.000,93.326,95.893,26
mbpp_452,mbpp,fail,0,,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,0.000,5.630,14.709,41.038,51.429,,26.691,69.767,84.653,92.216,29
mbpp_453,mbpp,pass,0,,6.000,4.000,69.164,79.954,2.800,223.872,4.000,0.000,1.000,2.351,4.089,18.045,36.735,,11.253,44.330,74.002,89.526,56
mbpp_454,mbpp,pass,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.635,63.947,84.806,84.000,,62.025,100.000,91.553,95.837,50
mbpp_455,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,4.797,12.470,28.064,45.833,,7.872,43.750,85.177,89.178,42
mbpp_456,mbpp,pass,0,,2.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,0.000,2.837,42.973,67.010,50.000,,28.257,83.721,93.740,95.811,25
mbpp_457,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.265,36.699,46.656,54.545,,11.582,64.706,86.798,92.528,18
mbpp_458,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,3.967,26.981,52.482,44.444,,25.780,75.862,88.074,92.397,18
mbpp_459,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.899,34.954,44.718,54.545,,21.097,62.500,89.784,92.638,25
mbpp_460,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,5.971,64.227,67.062,80.000,,59.279,100.000,93.603,97.063,22
mbpp_461,mbpp,fail,0,,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.946,6.754,24.473,29.268,,5.255,35.294,79.162,88.401,24
mbpp_462,mbpp,fail,0,,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,5.000,2.091,9.808,35.446,29.167,,16.846,46.316,74.944,86.424,39
